id,date,amount,category
7241,2023-08-26,314.73,Groceries
7242,2023-03-25,369.87,Home & Garden
7243,2023-10-09,233.33,Books
7244,2023-01-30,474.56,Clothing
7245,2023-09-13,155.51,Clothing
7246,2023-09-21,299.33,Electronics
7247,2023-04-01,367.17,Home & Garden
7248,2023-06-09,250.45,Books
7249,2023-03-09,317.22,Home & Garden
7250,2023-09-18,107.43,Clothing
7251,2023-09-15,462.71,Electronics
7252,2023-03-18,429.33,Clothing
7253,2023-05-17,255.81,Books
7254,2023-11-16,305.88,Groceries
7255,2023-10-17,212.28,Home & Garden
7256,2023-06-11,446.1,Home & Garden
7257,2023-01-30,166.19,Electronics
7258,2023-08-03,235.84,Electronics
7259,2023-11-16,181.76,Books
7260,2023-04-04,57.27,Clothing
7261,2023-02-26,175.55,Home & Garden
7262,2023-07-15,293.35,Electronics
7263,2023-12-29,85.29,Groceries
7264,2023-12-14,401.08,Books
7265,2023-10-24,280.36,Electronics
7266,2023-09-02,257.49,Books
7267,2023-04-19,116.0,Electronics
7268,2023-09-27,223.58,Groceries
7269,2023-04-01,406.06,Groceries
7270,2023-06-22,136.05,Electronics
7271,2023-01-25,499.13,Clothing
7272,2023-12-21,189.94,Home & Garden
7273,2023-06-26,71.93,Home & Garden
7274,2023-06-03,232.7,Books
7275,2023-07-08,380.1,Home & Garden
7276,2023-02-01,434.97,Books
7277,2023-01-16,184.88,Groceries
7278,2023-08-03,354.61,Clothing
7279,2023-05-20,156.38,Books
7280,2023-05-26,448.2,Home & Garden
7281,2023-10-12,105.21,Clothing
7282,2023-10-27,400.06,Books
7283,2023-05-08,391.83,Clothing
7284,2023-10-04,408.34,Clothing
7285,2023-12-31,446.81,Home & Garden
7286,2023-02-06,414.47,Groceries
7287,2023-09-22,57.8,Electronics
7288,2023-10-31,225.51,Clothing
7289,2023-09-19,163.11,Electronics
7290,2023-01-31,220.71,Clothing
7291,2023-07-08,368.85,Home & Garden
7292,2023-06-25,305.98,Home & Garden
7293,2023-11-04,400.11,Books
7294,2023-01-03,296.9,Clothing
7295,2023-08-01,137.62,Electronics
7296,2023-12-11,446.49,Groceries
7297,2023-07-10,479.57,Groceries
7298,2023-12-06,126.61,Clothing
7299,2023-02-03,312.29,Electronics
7300,2023-10-22,83.78,Clothing
7301,2023-03-22,207.82,Groceries
7302,2023-10-03,154.65,Books
7303,2023-06-14,463.44,Groceries
7304,2023-09-29,295.12,Groceries
7305,2023-06-15,370.74,Groceries
7306,2023-04-29,246.77,Home & Garden
7307,2023-12-25,255.92,Books
7308,2023-09-24,241.59,Books
7309,2023-08-22,62.01,Clothing
7310,2023-11-04,488.83,Electronics
7311,2023-05-28,261.38,Clothing
7312,2023-07-01,207.12,Clothing
7313,2023-09-23,432.33,Clothing
7314,2023-03-15,251.93,Groceries
7315,2023-06-07,68.05,Electronics
7316,2023-03-07,67.86,Clothing
7317,2023-11-08,368.96,Electronics
7318,2023-03-25,75.96,Groceries
7319,2023-04-07,123.62,Books
7320,2023-02-28,335.26,Groceries
7321,2023-06-08,66.78,Clothing
7322,2023-10-20,157.85,Groceries
7323,2023-06-18,400.6,Groceries
7324,2023-05-09,482.8,Groceries
7325,2023-11-11,171.83,Home & Garden
7326,2023-02-02,458.84,Groceries
7327,2023-01-18,172.73,Electronics
7328,2023-09-21,301.79,Books
7329,2023-05-25,347.08,Groceries
7330,2023-05-08,474.4,Groceries
7331,2023-12-29,283.21,Electronics
7332,2023-01-31,82.56,Electronics
7333,2023-10-14,349.43,Groceries
7334,2023-12-05,280.15,Clothing
7335,2023-07-21,171.34,Books
7336,2023-05-29,303.91,Electronics
7337,2023-07-05,331.62,Clothing
7338,2023-07-24,345.0,Clothing
7339,2023-09-29,412.48,Clothing
7340,2023-08-02,442.73,Electronics
7341,2023-06-20,326.91,Home & Garden
7342,2023-06-16,389.31,Electronics
7343,2023-05-20,414.9,Clothing
7344,2023-08-31,485.52,Electronics
7345,2023-11-22,372.45,Clothing
7346,2023-03-27,257.22,Electronics
7347,2023-04-29,349.88,Electronics
7348,2023-04-18,485.67,Groceries
7349,2023-10-01,175.91,Electronics
7350,2023-05-30,118.43,Electronics
7351,2023-11-04,241.79,Home & Garden
7352,2023-09-16,455.77,Groceries
7353,2023-02-28,424.13,Electronics
7354,2023-02-18,295.31,Electronics
7355,2023-02-11,252.52,Books
7356,2023-10-13,112.63,Groceries
7357,2023-08-06,195.58,Home & Garden
7358,2023-12-19,142.26,Books
7359,2023-03-18,446.01,Clothing
7360,2023-02-19,366.45,Home & Garden
7361,2023-06-25,355.19,Clothing
7362,2023-04-28,397.81,Groceries
7363,2023-02-08,428.4,Home & Garden
7364,2023-10-28,92.89,Clothing
7365,2023-03-23,374.11,Books
7366,2023-06-07,70.03,Clothing
7367,2023-11-21,128.31,Groceries
7368,2023-07-26,283.03,Clothing
7369,2023-06-14,152.98,Books
7370,2023-06-27,338.65,Home & Garden
7371,2023-03-21,415.88,Groceries
7372,2023-03-06,398.83,Groceries
7373,2023-01-16,213.75,Home & Garden
7374,2023-12-16,163.03,Electronics
7375,2023-12-26,182.49,Clothing
7376,2023-07-06,95.51,Groceries
7377,2023-10-18,418.26,Groceries
7378,2023-03-19,351.44,Groceries
7379,2023-05-04,112.83,Home & Garden
7380,2023-08-11,98.57,Electronics
7381,2023-12-20,378.74,Books
7382,2023-11-07,132.81,Books
7383,2023-04-27,375.69,Groceries
7384,2023-08-16,222.54,Books
7385,2023-11-12,138.15,Groceries
7386,2023-05-05,275.91,Groceries
7387,2023-01-05,147.34,Groceries
7388,2023-07-23,201.55,Groceries
7389,2023-06-28,494.19,Groceries
7390,2023-03-20,224.74,Books
7391,2023-06-25,74.67,Home & Garden
7392,2023-12-25,221.17,Clothing
7393,2023-06-20,328.78,Home & Garden
7394,2023-11-02,155.09,Books
7395,2023-01-29,294.83,Groceries
7396,2023-03-26,229.57,Clothing
7397,2023-08-13,228.49,Books
7398,2023-12-30,240.8,Home & Garden
7399,2023-05-05,173.71,Books
7400,2023-08-29,196.4,Clothing
7401,2023-08-18,58.51,Clothing
7402,2023-11-09,140.7,Clothing
7403,2023-06-23,167.0,Groceries
7404,2023-09-16,330.5,Electronics
7405,2023-11-26,490.68,Clothing
7406,2023-01-28,223.7,Electronics
7407,2023-12-16,393.71,Clothing
7408,2023-10-18,166.84,Books
7409,2023-11-09,305.17,Books
7410,2023-10-08,406.95,Home & Garden
7411,2023-06-20,99.35,Groceries
7412,2023-02-15,57.87,Electronics
7413,2023-07-22,99.1,Home & Garden
7414,2023-01-13,275.8,Groceries
7415,2023-01-05,380.09,Groceries
7416,2023-09-04,133.2,Electronics
7417,2023-08-14,300.12,Clothing
7418,2023-04-11,186.91,Clothing
7419,2023-06-14,228.68,Clothing
7420,2023-04-04,109.33,Electronics
7421,2023-06-16,426.4,Electronics
7422,2023-11-27,329.63,Books
7423,2023-02-12,438.21,Books
7424,2023-10-19,120.75,Electronics
7425,2023-12-21,431.93,Home & Garden
7426,2023-02-28,140.63,Clothing
7427,2023-07-24,150.65,Clothing
7428,2023-01-22,333.93,Books
7429,2023-03-12,68.43,Groceries
7430,2023-05-21,151.63,Electronics
7431,2023-10-26,91.92,Groceries
7432,2023-07-14,458.88,Electronics
7433,2023-06-01,159.48,Electronics
7434,2023-11-27,155.56,Groceries
7435,2023-08-30,247.07,Groceries
7436,2023-07-23,214.5,Clothing
7437,2023-02-24,263.84,Electronics
7438,2023-04-15,55.81,Groceries
7439,2023-08-15,296.65,Groceries
7440,2023-03-23,372.97,Electronics
7441,2023-03-10,124.69,Books
7442,2023-06-04,439.1,Electronics
7443,2023-02-10,289.74,Groceries
7444,2023-09-21,422.17,Clothing
7445,2023-05-11,254.39,Electronics
7446,2023-04-09,145.47,Electronics
7447,2023-04-08,234.2,Groceries
7448,2023-06-21,224.67,Home & Garden
7449,2023-10-13,342.43,Home & Garden
7450,2023-08-25,91.01,Home & Garden
7451,2023-11-19,78.35,Books
7452,2023-08-30,412.64,Home & Garden
7453,2023-07-22,407.56,Books
7454,2023-07-24,183.04,Groceries
7455,2023-10-30,58.64,Clothing
7456,2023-11-06,167.17,Books
7457,2023-01-15,299.7,Home & Garden
7458,2023-06-08,361.63,Electronics
7459,2023-07-26,428.22,Groceries
7460,2023-08-30,332.34,Home & Garden
7461,2023-03-11,377.57,Groceries
7462,2023-08-30,123.63,Clothing
7463,2023-04-19,109.67,Electronics
7464,2023-05-25,71.54,Clothing
7465,2023-09-12,263.85,Clothing
7466,2023-09-21,206.53,Home & Garden
7467,2023-05-28,60.08,Books
7468,2023-09-16,133.74,Home & Garden
7469,2023-11-13,117.64,Home & Garden
7470,2023-06-10,310.75,Home & Garden
7471,2023-04-10,135.76,Groceries
7472,2023-05-27,132.77,Groceries
7473,2023-02-21,463.35,Electronics
7474,2023-02-17,459.49,Home & Garden
7475,2023-03-03,116.03,Electronics
7476,2023-11-19,106.68,Electronics
7477,2023-07-02,101.3,Clothing
7478,2023-09-23,216.33,Electronics
7479,2023-06-20,237.15,Home & Garden
7480,2023-11-23,240.98,Groceries
7481,2023-01-22,203.72,Home & Garden
7482,2023-10-29,108.54,Home & Garden
7483,2023-09-21,141.06,Groceries
7484,2023-03-15,334.74,Books
7485,2023-04-22,134.55,Electronics
7486,2023-08-06,465.13,Home & Garden
7487,2023-07-19,227.29,Clothing
7488,2023-09-18,113.97,Groceries
7489,2023-04-24,273.98,Home & Garden
7490,2023-07-31,64.31,Groceries
7491,2023-07-21,321.41,Clothing
7492,2023-08-08,353.07,Electronics
7493,2023-05-29,96.53,Home & Garden
7494,2023-09-27,384.87,Electronics
7495,2023-08-13,238.17,Home & Garden
7496,2023-05-24,75.26,Books
7497,2023-05-03,472.73,Electronics
7498,2023-06-28,465.67,Home & Garden
7499,2023-02-23,280.69,Electronics
7500,2023-11-22,460.09,Electronics
7501,2023-07-24,270.61,Electronics
7502,2023-06-20,494.95,Groceries
7503,2023-05-14,103.25,Books
7504,2023-11-05,354.97,Electronics
7505,2023-04-23,444.19,Electronics
7506,2023-03-02,436.46,Clothing
7507,2023-11-12,370.08,Books
7508,2023-10-14,114.13,Groceries
7509,2023-05-16,320.78,Electronics
7510,2023-08-01,286.75,Groceries
7511,2023-12-06,158.03,Home & Garden
7512,2023-10-18,203.79,Groceries
7513,2023-01-27,471.4,Electronics
7514,2023-10-23,389.68,Electronics
7515,2023-03-24,311.82,Electronics
7516,2023-05-26,62.57,Electronics
7517,2023-07-12,90.27,Books
7518,2023-04-21,298.06,Electronics
7519,2023-07-09,220.78,Clothing
7520,2023-02-24,314.49,Electronics
7521,2023-05-13,330.21,Books
7522,2023-02-26,286.73,Books
7523,2023-08-06,181.3,Home & Garden
7524,2023-08-14,190.49,Home & Garden
7525,2023-08-15,59.61,Home & Garden
7526,2023-05-16,376.8,Books
7527,2023-06-21,193.48,Books
7528,2023-07-12,406.13,Groceries
7529,2023-11-02,256.39,Groceries
7530,2023-01-02,214.54,Electronics
7531,2023-08-18,430.65,Groceries
7532,2023-06-05,134.0,Electronics
7533,2023-06-21,277.25,Home & Garden
7534,2023-11-11,330.12,Groceries
7535,2023-09-29,127.11,Books
7536,2023-01-10,333.99,Clothing
7537,2023-10-08,188.59,Home & Garden
7538,2023-12-31,331.56,Groceries
7539,2023-03-31,238.04,Electronics
7540,2023-08-31,210.98,Home & Garden
7541,2023-06-24,124.68,Electronics
7542,2023-12-21,149.58,Home & Garden
7543,2023-02-15,303.61,Electronics
7544,2023-03-07,156.28,Clothing
7545,2023-07-20,315.76,Groceries
7546,2023-07-27,264.62,Home & Garden
7547,2023-06-02,413.88,Books
7548,2023-05-06,247.42,Clothing
7549,2023-04-28,151.18,Clothing
7550,2023-01-09,395.91,Electronics
7551,2023-05-02,488.74,Books
7552,2023-10-23,236.78,Books
7553,2023-03-26,177.82,Clothing
7554,2023-01-07,232.3,Books
7555,2023-08-17,369.88,Electronics
7556,2023-10-30,171.44,Books
7557,2023-06-04,415.08,Books
7558,2023-08-29,335.02,Groceries
7559,2023-03-21,243.21,Home & Garden
7560,2023-01-08,168.88,Electronics
7561,2023-10-12,173.67,Home & Garden
7562,2023-09-30,320.84,Clothing
7563,2023-06-07,228.15,Home & Garden
7564,2023-11-29,436.32,Home & Garden
7565,2023-12-20,476.71,Clothing
7566,2023-05-10,413.82,Groceries
7567,2023-06-07,106.14,Clothing
7568,2023-06-24,172.89,Electronics
7569,2023-04-05,489.53,Books
7570,2023-03-30,391.87,Clothing
7571,2023-11-07,172.58,Home & Garden
7572,2023-12-27,198.68,Home & Garden
7573,2023-10-29,180.98,Groceries
7574,2023-03-29,366.11,Electronics
7575,2023-02-17,162.17,Groceries
7576,2023-02-12,481.32,Electronics
7577,2023-05-31,145.96,Home & Garden
7578,2023-08-21,147.97,Books
7579,2023-02-02,162.2,Clothing
7580,2023-12-27,437.14,Books
7581,2023-08-09,286.15,Groceries
7582,2023-03-01,52.39,Groceries
7583,2023-10-31,104.7,Books
7584,2023-06-06,68.11,Books
7585,2023-05-19,296.14,Books
7586,2023-10-05,203.18,Groceries
7587,2023-07-23,409.75,Electronics
7588,2023-12-02,184.61,Groceries
7589,2023-05-18,53.35,Home & Garden
7590,2023-01-25,480.97,Electronics
7591,2023-11-02,383.23,Electronics
7592,2023-11-03,88.87,Electronics
7593,2023-09-28,494.17,Groceries
7594,2023-12-23,112.69,Electronics
7595,2023-10-15,134.71,Books
7596,2023-12-24,383.51,Groceries
7597,2023-10-13,269.31,Clothing
7598,2023-08-17,410.3,Electronics
7599,2023-05-05,351.39,Home & Garden
7600,2023-06-23,208.37,Clothing
7601,2023-03-22,385.03,Clothing
7602,2023-02-28,320.15,Books
7603,2023-09-19,280.18,Groceries
7604,2023-03-24,214.05,Home & Garden
7605,2023-06-27,260.62,Groceries
7606,2023-07-29,325.4,Books
7607,2023-06-11,260.97,Books
7608,2023-04-17,377.01,Groceries
7609,2023-11-03,393.9,Electronics
7610,2023-01-17,353.06,Clothing
7611,2023-03-27,175.31,Clothing
7612,2023-10-29,263.55,Home & Garden
7613,2023-05-30,80.96,Groceries
7614,2023-10-10,423.28,Groceries
7615,2023-02-16,341.43,Books
7616,2023-08-07,435.41,Books
7617,2023-09-18,103.22,Electronics
7618,2023-02-08,220.34,Groceries
7619,2023-11-30,213.93,Groceries
7620,2023-03-15,235.88,Home & Garden
7621,2023-11-23,389.31,Groceries
7622,2023-10-19,222.95,Electronics
7623,2023-01-13,299.9,Books
7624,2023-05-14,385.23,Books
7625,2023-02-26,231.61,Clothing
7626,2023-10-12,92.21,Electronics
7627,2023-07-30,184.59,Home & Garden
7628,2023-08-06,167.16,Clothing
7629,2023-08-16,98.73,Groceries
7630,2023-12-31,173.17,Clothing
7631,2023-01-16,238.94,Books
7632,2023-12-18,442.5,Clothing
7633,2023-10-19,129.49,Books
7634,2023-09-12,337.29,Books
7635,2023-08-09,291.15,Clothing
7636,2023-04-06,333.88,Electronics
7637,2023-05-20,186.87,Electronics
7638,2023-06-03,426.54,Home & Garden
7639,2023-01-19,175.76,Books
7640,2023-04-07,156.53,Electronics
7641,2023-03-02,245.95,Home & Garden
7642,2023-04-01,357.73,Books
7643,2023-11-04,244.03,Home & Garden
7644,2023-03-10,396.02,Groceries
7645,2023-09-28,289.52,Home & Garden
7646,2023-09-19,204.48,Books
7647,2023-05-09,371.72,Electronics
7648,2023-06-24,340.22,Clothing
7649,2023-09-18,378.83,Books
7650,2023-11-14,109.75,Books
7651,2023-10-05,399.05,Electronics
7652,2023-09-09,185.39,Home & Garden
7653,2023-08-01,196.87,Groceries
7654,2023-02-20,396.33,Clothing
7655,2023-04-22,105.6,Home & Garden
7656,2023-04-14,201.1,Clothing
7657,2023-01-15,440.19,Books
7658,2023-07-03,209.79,Books
7659,2023-07-17,498.84,Books
7660,2023-04-23,197.64,Home & Garden
7661,2023-01-04,314.88,Clothing
7662,2023-10-13,384.99,Books
7663,2023-10-17,155.7,Groceries
7664,2023-11-01,213.52,Groceries
7665,2023-06-15,445.67,Home & Garden
7666,2023-10-02,362.44,Books
7667,2023-07-21,56.39,Clothing
7668,2023-06-14,64.03,Electronics
7669,2023-04-23,344.56,Electronics
7670,2023-03-09,472.63,Electronics
7671,2023-08-29,57.25,Clothing
7672,2023-05-14,193.64,Clothing
7673,2023-03-05,53.11,Groceries
7674,2023-07-20,364.09,Groceries
7675,2023-07-21,237.69,Electronics
7676,2023-12-29,368.9,Clothing
7677,2023-12-25,280.76,Books
7678,2023-04-22,274.31,Home & Garden
7679,2023-12-31,450.78,Clothing
7680,2023-04-14,448.02,Clothing
7681,2023-01-04,214.77,Groceries
7682,2023-08-24,422.16,Clothing
7683,2023-03-11,129.99,Groceries
7684,2023-06-22,473.99,Home & Garden
7685,2023-02-11,455.63,Books
7686,2023-10-27,155.95,Books
7687,2023-03-21,405.77,Home & Garden
7688,2023-12-17,207.61,Books
7689,2023-05-25,474.88,Home & Garden
7690,2023-06-11,174.09,Home & Garden
7691,2023-06-23,296.83,Groceries
7692,2023-02-13,448.56,Clothing
7693,2023-03-13,248.86,Home & Garden
7694,2023-03-23,131.98,Books
7695,2023-06-19,163.48,Groceries
7696,2023-10-22,444.66,Groceries
7697,2023-02-05,428.22,Electronics
7698,2023-11-02,297.18,Books
7699,2023-07-29,105.32,Books
7700,2023-01-16,395.06,Home & Garden
7701,2023-02-24,472.15,Books
7702,2023-02-12,384.88,Groceries
7703,2023-12-12,267.44,Groceries
7704,2023-11-25,350.81,Home & Garden
7705,2023-06-23,356.5,Groceries
7706,2023-05-24,407.49,Books
7707,2023-08-28,279.57,Electronics
7708,2023-05-03,57.73,Books
7709,2023-02-22,424.31,Clothing
7710,2023-12-30,61.73,Groceries
7711,2023-08-17,256.85,Electronics
7712,2023-10-19,466.53,Home & Garden
7713,2023-04-09,226.15,Clothing
7714,2023-04-19,322.89,Clothing
7715,2023-11-09,152.99,Groceries
7716,2023-08-16,209.31,Clothing
7717,2023-04-03,198.38,Clothing
7718,2023-01-28,273.67,Electronics
7719,2023-09-11,131.09,Groceries
7720,2023-06-19,356.55,Clothing
7721,2023-08-31,386.53,Books
7722,2023-01-03,415.13,Clothing
7723,2023-05-23,306.42,Groceries
7724,2023-10-08,153.23,Books
7725,2023-01-20,127.18,Groceries
7726,2023-04-10,156.56,Electronics
7727,2023-05-04,299.16,Groceries
7728,2023-10-19,387.22,Clothing
7729,2023-08-07,466.37,Home & Garden
7730,2023-07-24,101.63,Electronics
7731,2023-06-04,151.79,Books
7732,2023-09-29,349.23,Books
7733,2023-04-12,108.42,Clothing
7734,2023-01-16,148.37,Electronics
7735,2023-12-08,301.8,Groceries
7736,2023-05-31,264.32,Clothing
7737,2023-07-06,483.89,Groceries
7738,2023-05-04,209.01,Clothing
7739,2023-08-19,258.7,Electronics
7740,2023-01-04,487.11,Clothing
7741,2023-03-31,216.81,Clothing
7742,2023-12-02,274.94,Home & Garden
7743,2023-08-06,410.7,Clothing
7744,2023-07-15,86.94,Electronics
7745,2023-02-28,384.55,Books
7746,2023-08-26,486.64,Groceries
7747,2023-07-08,362.41,Electronics
7748,2023-08-25,231.66,Books
7749,2023-10-07,190.68,Groceries
7750,2023-05-12,88.39,Books
7751,2023-12-10,140.76,Clothing
7752,2023-12-20,128.95,Home & Garden
7753,2023-05-18,82.78,Home & Garden
7754,2023-05-09,110.02,Groceries
7755,2023-10-10,168.32,Home & Garden
7756,2023-03-03,246.11,Home & Garden
7757,2023-11-14,418.91,Home & Garden
7758,2023-04-01,317.45,Home & Garden
7759,2023-04-25,275.93,Electronics
7760,2023-01-03,65.9,Clothing
7761,2023-07-21,393.55,Books
7762,2023-06-12,135.34,Electronics
7763,2023-10-16,412.15,Books
7764,2023-03-27,96.01,Electronics
7765,2023-03-08,338.62,Electronics
7766,2023-07-08,134.68,Electronics
7767,2023-01-30,369.4,Home & Garden
7768,2023-01-09,371.21,Books
7769,2023-03-26,321.96,Books
7770,2023-08-13,331.95,Home & Garden
7771,2023-02-27,379.31,Clothing
7772,2023-06-06,95.63,Books
7773,2023-09-14,83.11,Clothing
7774,2023-08-27,398.61,Groceries
7775,2023-09-01,172.53,Electronics
7776,2023-07-22,315.39,Books
7777,2023-04-21,218.19,Home & Garden
7778,2023-11-18,190.08,Home & Garden
7779,2023-03-02,271.6,Electronics
7780,2023-03-16,83.68,Groceries
7781,2023-07-05,397.76,Books
7782,2023-08-10,374.93,Groceries
7783,2023-03-16,209.35,Home & Garden
7784,2023-11-12,205.15,Home & Garden
7785,2023-02-26,345.66,Home & Garden
7786,2023-02-20,386.07,Groceries
7787,2023-04-22,442.27,Books
7788,2023-03-09,226.09,Books
7789,2023-09-05,405.87,Books
7790,2023-10-16,468.19,Books
7791,2023-10-20,229.89,Electronics
7792,2023-04-26,137.96,Home & Garden
7793,2023-08-14,230.3,Clothing
7794,2023-10-19,228.81,Electronics
7795,2023-01-06,159.17,Books
7796,2023-08-11,196.14,Home & Garden
7797,2023-06-21,497.89,Home & Garden
7798,2023-04-08,343.89,Groceries
7799,2023-10-12,306.69,Home & Garden
7800,2023-04-12,209.43,Clothing
7801,2023-09-12,134.98,Groceries
7802,2023-12-30,439.19,Home & Garden
7803,2023-11-14,403.33,Clothing
7804,2023-04-20,295.72,Home & Garden
7805,2023-04-05,91.2,Clothing
7806,2023-02-27,370.24,Clothing
7807,2023-05-27,375.04,Electronics
7808,2023-09-12,160.5,Clothing
7809,2023-07-03,453.97,Electronics
7810,2023-07-29,245.63,Clothing
7811,2023-06-16,237.76,Groceries
7812,2023-06-05,132.86,Clothing
7813,2023-08-23,459.61,Home & Garden
7814,2023-09-21,224.41,Electronics
7815,2023-09-05,497.76,Books
7816,2023-08-24,186.21,Home & Garden
7817,2023-04-29,213.49,Home & Garden
7818,2023-07-07,207.88,Books
7819,2023-12-27,200.53,Books
7820,2023-09-07,383.92,Groceries
7821,2023-09-04,421.1,Electronics
7822,2023-08-13,126.91,Groceries
7823,2023-12-20,236.64,Clothing
7824,2023-08-22,420.0,Home & Garden
7825,2023-08-07,246.53,Groceries
7826,2023-06-26,137.83,Books
7827,2023-06-08,160.8,Groceries
7828,2023-03-30,174.29,Groceries
7829,2023-12-26,456.71,Groceries
7830,2023-02-14,392.35,Groceries
7831,2023-07-06,249.48,Groceries
7832,2023-12-04,199.35,Books
7833,2023-07-29,122.38,Clothing
7834,2023-02-14,50.77,Home & Garden
7835,2023-06-11,289.67,Books
7836,2023-11-09,481.97,Home & Garden
7837,2023-05-14,478.29,Electronics
7838,2023-09-20,361.83,Groceries
7839,2023-08-20,411.86,Home & Garden
7840,2023-05-29,479.16,Home & Garden
7841,2023-07-29,68.14,Home & Garden
7842,2023-03-13,480.37,Home & Garden
7843,2023-02-06,424.29,Home & Garden
7844,2023-12-27,393.15,Clothing
7845,2023-02-11,398.62,Books
7846,2023-06-19,392.08,Clothing
7847,2023-11-15,280.95,Electronics
7848,2023-07-22,416.29,Electronics
7849,2023-01-08,122.32,Books
7850,2023-11-14,426.72,Clothing
7851,2023-03-14,142.92,Books
7852,2023-05-31,406.59,Electronics
7853,2023-09-29,141.95,Groceries
7854,2023-08-06,153.84,Books
7855,2023-02-03,294.36,Home & Garden
7856,2023-08-16,179.45,Electronics
7857,2023-06-16,426.37,Electronics
7858,2023-10-14,111.36,Groceries
7859,2023-12-31,209.41,Groceries
7860,2023-10-25,495.18,Electronics
7861,2023-11-30,98.2,Clothing
7862,2023-06-13,226.14,Home & Garden
7863,2023-03-15,170.8,Clothing
7864,2023-12-31,61.22,Home & Garden
7865,2023-09-09,104.61,Home & Garden
7866,2023-09-26,451.56,Electronics
7867,2023-03-04,293.93,Electronics
7868,2023-05-23,485.45,Electronics
7869,2023-07-24,437.29,Electronics
7870,2023-12-28,439.3,Groceries
7871,2023-04-23,487.16,Home & Garden
7872,2023-12-20,60.5,Electronics
7873,2023-11-28,495.21,Home & Garden
7874,2023-09-06,405.57,Home & Garden
7875,2023-07-07,56.06,Home & Garden
7876,2023-02-24,472.02,Clothing
7877,2023-08-03,440.05,Home & Garden
7878,2023-12-23,227.7,Books
7879,2023-07-01,303.19,Home & Garden
7880,2023-11-08,173.56,Clothing
7881,2023-03-08,380.34,Electronics
7882,2023-03-06,332.48,Clothing
7883,2023-12-02,76.21,Electronics
7884,2023-02-28,229.17,Groceries
7885,2023-10-27,363.95,Electronics
7886,2023-08-06,334.63,Electronics
7887,2023-06-02,99.93,Electronics
7888,2023-07-08,106.62,Books
7889,2023-01-04,82.01,Electronics
7890,2023-10-04,448.46,Home & Garden
7891,2023-11-20,286.06,Groceries
7892,2023-02-17,420.87,Books
7893,2023-02-16,445.14,Clothing
7894,2023-09-08,158.55,Groceries
7895,2023-11-15,449.66,Home & Garden
7896,2023-08-13,142.28,Electronics
7897,2023-04-23,441.22,Clothing
7898,2023-06-23,261.89,Home & Garden
7899,2023-04-27,306.57,Clothing
7900,2023-07-06,285.63,Groceries
7901,2023-01-07,174.3,Books
7902,2023-03-22,104.19,Home & Garden
7903,2023-04-25,244.24,Groceries
7904,2023-03-05,283.38,Groceries
7905,2023-03-29,465.72,Groceries
7906,2023-11-10,313.15,Clothing
7907,2023-12-18,320.01,Books
7908,2023-01-27,170.79,Home & Garden
7909,2023-07-18,62.67,Books
7910,2023-07-25,224.87,Home & Garden
7911,2023-11-01,193.1,Electronics
7912,2023-07-07,129.25,Electronics
7913,2023-07-06,125.74,Home & Garden
7914,2023-02-20,454.18,Clothing
7915,2023-12-17,67.9,Clothing
7916,2023-04-13,411.09,Books
7917,2023-08-24,129.4,Groceries
7918,2023-02-26,118.87,Electronics
7919,2023-12-24,398.58,Clothing
7920,2023-02-15,340.89,Home & Garden
7921,2023-11-01,413.6,Groceries
7922,2023-05-06,144.49,Groceries
7923,2023-08-14,105.06,Electronics
7924,2023-03-10,461.91,Clothing
7925,2023-11-25,249.29,Home & Garden
7926,2023-09-30,496.33,Home & Garden
7927,2023-04-29,313.28,Clothing
7928,2023-09-15,52.6,Groceries
7929,2023-06-29,466.55,Home & Garden
7930,2023-06-23,375.74,Home & Garden
7931,2023-03-22,478.77,Clothing
7932,2023-10-22,253.98,Books
7933,2023-09-18,491.01,Home & Garden
7934,2023-04-26,481.77,Home & Garden
7935,2023-10-10,487.03,Books
7936,2023-08-25,325.86,Books
7937,2023-03-17,359.01,Clothing
7938,2023-09-19,331.56,Home & Garden
7939,2023-06-16,231.28,Electronics
7940,2023-06-08,140.33,Home & Garden
7941,2023-01-25,145.43,Clothing
7942,2023-02-15,297.48,Groceries
7943,2023-05-26,162.21,Clothing
7944,2023-07-17,160.48,Clothing
7945,2023-07-03,470.01,Books
7946,2023-11-15,456.43,Clothing
7947,2023-04-01,259.42,Electronics
7948,2023-09-27,130.19,Groceries
7949,2023-10-04,230.75,Groceries
7950,2023-05-06,221.99,Books
7951,2023-01-05,330.93,Electronics
7952,2023-07-27,473.47,Home & Garden
7953,2023-11-11,331.45,Clothing
7954,2023-07-09,198.84,Groceries
7955,2023-02-10,439.29,Home & Garden
7956,2023-11-27,460.69,Electronics
7957,2023-12-14,413.56,Home & Garden
7958,2023-05-22,50.18,Groceries
7959,2023-12-22,284.71,Groceries
7960,2023-03-17,410.71,Home & Garden
7961,2023-07-12,218.5,Clothing
7962,2023-06-08,211.64,Books
7963,2023-05-15,74.23,Groceries
7964,2023-09-11,238.75,Books
7965,2023-04-23,403.9,Books
7966,2023-05-26,265.2,Electronics
7967,2023-02-11,279.41,Clothing
7968,2023-04-09,173.1,Electronics
7969,2023-05-10,116.34,Electronics
7970,2023-12-03,239.43,Electronics
7971,2023-03-06,161.02,Home & Garden
7972,2023-08-03,245.97,Groceries
7973,2023-10-11,375.99,Home & Garden
7974,2023-04-28,64.19,Books
